event_index,mrr_real_async,mrr_real_sync,mrr_iid_async,mrr_iid_sync
212,0.38026275224226125,0.41992327033127763,0.4338637166768174,0.4356371070191418
213,0.3210360991207148,0.41994202069858644,0.4331611504116066,0.4357006461103684
214,0.2817001871172255,0.4205578102004863,0.4324715688641627,0.4359217504866591
215,0.2650960216829949,0.420417268398404,0.4337467581238275,0.43635135998963454
216,0.2558415356721424,0.4195535157074335,0.43482248373916665,0.43663004728999194
217,0.2697600821534673,0.4202971451371761,0.43515876122035774,0.4371458740891842
218,0.3894124646469345,0.42008703086348553,0.43501287658321186,0.4364990705592551
219,0.3695987381969114,0.4202085025032809,0.43614350018112696,0.43720271894028956
220,0.3775813216548733,0.4205788317549631,0.43627668248564494,0.4372058582036525
221,0.38392075621998034,0.42064924029123,0.4367149946035897,0.4375926254934614
222,0.3859163523932191,0.4207242042254405,0.4370623865390875,0.4380286832134778
223,0.4257753829962492,0.4205120245018606,0.43632232243880686,0.4380619395250359
224,0.42583699919714885,0.42066389870384086,0.43610177187226784,0.4388690623506001
225,0.42470426318947113,0.4207628077842506,0.43580786452588366,0.4392493310047321
226,0.4246852892725505,0.4209104238311381,0.4356739685810484,0.4391344227668906
227,0.41890728665031524,0.42097282777076733,0.4345273523716276,0.4390215662432861
228,0.41872524653572896,0.4207815488898612,0.4341476776738195,0.43827000250140724
229,0.4187284881733556,0.42067340873140896,0.4339104531898847,0.43819367106432466
230,0.42426550700581916,0.4195882772457415,0.43404554474364987,0.4381744265768109
231,0.41656290049439254,0.41898401010236064,0.43419738925752954,0.43857253737373053
232,0.41664890379464753,0.419369784703037,0.43463312983898783,0.4385349780766671
233,0.4163319299240591,0.4193830685537127,0.43517923920105,0.43886225018796005
234,0.41050810137718613,0.4193752413791152,0.4350952963847669,0.4391955153644327
235,0.4132546734503964,0.4193433803271085,0.4354368945682227,0.4398411917798231
236,0.40504079957358136,0.4194521129485542,0.4356313540101914,0.4400890914999926
237,0.39123518680418046,0.41951048188410744,0.43551728038339776,0.44055889193606906
238,0.39119369117508423,0.4195972774441153,0.4355754738632226,0.4405369316863747
239,0.38363444508843897,0.4208537931605348,0.4357073853815701,0.44025999030929247
240,0.3770126817077709,0.4209560620444382,0.43547243943219516,0.43959666025173255
241,0.37160616860442697,0.4211978496051557,0.4352207384769628,0.4398531194809305
242,0.3717196143432418,0.42115245960166076,0.4348157924420418,0.4395227273698081
243,0.37604744725601486,0.4212289663606208,0.43455627939988184,0.43961139365704127
244,0.3766146415625685,0.42121017457909493,0.43408089405386646,0.4397790808326854
245,0.37804499862197083,0.42121193522403244,0.4342324672657937,0.4399727293216651
246,0.37803650283451734,0.4213940987818864,0.43460727539471744,0.44048694932328575
247,0.365910601296006,0.4205590883686085,0.43554645781411266,0.44065506155126066
248,0.1621806462722108,0.42052854362406017,0.43592535499039775,0.44162183976187935
249,0.13071359400944774,0.4205394984200568,0.43593162790739715,0.44144994178719366
250,0.1265865346145565,0.4199778041650636,0.43566721703131844,0.44136957087602696
251,0.12663196781283234,0.4200083978920761,0.4355522221084545,0.44131631506082414
252,0.12768424904092074,0.42019890135359755,0.4354287033300869,0.44137556864205546
253,0.12817031045064314,0.4202002272989663,0.43576949211170496,0.44153537904831724
254,0.12892792412472348,0.4200798968016443,0.43519224685703584,0.4415240214174878
255,0.12945574607580465,0.41659963056192434,0.43537664693904216,0.44155827281336557
256,0.12859687294967642,0.4169556598929909,0.43341544197409,0.4411854817659421
257,0.12845389491039275,0.41684966355459385,0.433146040360424,0.44063648776601505
258,0.12806231625138115,0.41682309756907426,0.4330189474932806,0.44143749035326374
259,0.13052650146345401,0.4165473028430329,0.4330210992559329,0.4411054986391315
260,0.2780898219515965,0.41645631907264635,0.43310247289131,0.44088208259513006
261,0.2800912978557769,0.4164712362065233,0.43286204184825605,0.4401994432711589
262,0.2815967438401855,0.41629833411775624,0.4325704576259085,0.44060225495914335
263,0.4150298704387346,0.41724152395625197,0.43217264405779426,0.4402496157712678
264,0.4150457834511576,0.4170086455398161,0.4321671071005346,0.4405651240185881
265,0.4145749207782926,0.41724320056775677,0.43210028301660713,0.4409616215570447
266,0.41444795398625944,0.4171377098086343,0.43286261905044504,0.44153900139357033
267,0.4051894995409924,0.41761370109458956,0.4337385699690096,0.44083453623686525
268,0.4051939195548396,0.4175542908067099,0.4345481040167644,0.44117206982743684
269,0.40566117024151715,0.4176713286573965,0.43440115360430115,0.4412037359899034
270,0.4059333203678307,0.41785483809901014,0.4339329937522975,0.440736800598574
271,0.4066012189822177,0.41783406470683193,0.43429615219047857,0.4408683121520121
272,0.40671994339380024,0.41790970096818814,0.4347048118611824,0.4412834388446843
273,0.4029210209476049,0.41794689793630474,0.4349878110544727,0.4408647513428089
274,0.39094518230592135,0.4182917796262638,0.4352758314100781,0.44040719711235
275,0.4084802555552573,0.41795762181126983,0.4356161010621838,0.44067906095995946
276,0.39648928009413315,0.41801608191139933,0.4355063817478584,0.4397569563856643
277,0.37426496718867047,0.4178218796592964,0.43561588479545194,0.43916930627740863
278,0.3552160923227339,0.41760559027214444,0.43605512185781803,0.43941720625431313
279,0.3478003857788778,0.4175729349065194,0.43571912606068774,0.4380869759946697
280,0.3451221978304864,0.417389365833288,0.43570683755973183,0.4385553671478659
281,0.3428732465493796,0.4174192657289116,0.43580005923316917,0.43804959595254495
282,0.3618963638756967,0.4172110180389513,0.4359134176408482,0.4387077000976191
283,0.3535180407520522,0.41745541326068464,0.4356786437882802,0.43871160603761994
284,0.3487698636691197,0.4169027636352232,0.43578727002439166,0.43568876553721486
285,0.34883452210969756,0.41700168764147616,0.43530272197985426,0.4351578966061098
286,0.34782897982946936,0.41687604196504974,0.4351284408892089,0.43483690775036793
287,0.35016642847286417,0.41664527464530454,0.43455339048872993,0.434093322524454
288,0.34979182855199925,0.41655086030472493,0.4350389031938465,0.4360701884148064
289,0.3458473615650763,0.4162101882609247,0.4351273512247756,0.4361549184987025
290,0.34263160776983986,0.4163169649212103,0.4353016415291735,0.43632264658694503
291,0.34304623293303743,0.4167138720935345,0.43498337377456253,0.434529748784383
292,0.34088079156950474,0.4175356698782609,0.4343884683900588,0.43639081811159636
293,0.33706986686540424,0.41916435175867023,0.43377925414613167,0.43694267961948247
294,0.33554766032279043,0.4189330063336709,0.4336504274497056,0.43719487249941513
295,0.3461933499801441,0.41853494490475507,0.43332154112729393,0.4384313921393544
296,0.34667305535171394,0.418643757159514,0.43322803744712596,0.4385875771401908
297,0.3427591403058712,0.41864992614034874,0.4328904466679579,0.43858683424438005
298,0.33550324555299615,0.41532223777433275,0.43286422602377816,0.43797743609327194
299,0.33160895844517196,0.415894185199564,0.4335424252686792,0.4380130440914027
300,0.32775055978611967,0.4159457259817416,0.4340698936182007,0.4383944671523275
301,0.32615201179120357,0.4159373288952941,0.4334138095686086,0.4383944671523275
302,0.32674298755318354,0.4155276041377349,0.43316653585875475,0.43832478944563774
303,0.3265905158587665,0.4160164971051149,0.43284101890522547,0.4379442866675671
304,0.32600388040095774,0.4154614488683203,0.43276270997542143,0.4381646014541263
305,0.32571536405231183,0.41496772342202926,0.4328536587335688,0.437262682805108
306,0.3258297313238532,0.41541117358580776,0.43300727569925285,0.43775434984246486
307,0.326862806187194,0.41523809796669997,0.4330860888695893,0.4379052477300528
308,0.32710921543826527,0.4157964586250457,0.4332234511658472,0.43854981301736284
309,0.3285246160461139,0.4157067811253929,0.43365564469372375,0.4388432664315827
310,0.33006175577949776,0.4152658722149058,0.4337963704975634,0.43896946830603745
311,0.3323931439894349,0.4153236326925618,0.4338751858176547,0.43953562002399776
312,0.3324623071680583,0.41084805228965887,0.43383280733178364,0.43977842217262403
313,0.33246865721511537,0.4113317659347898,0.43349431200201183,0.44015071090281704
314,0.3327758830811157,0.4113018377849296,0.43349421129848753,0.440228282668102
315,0.3486247462288752,0.4112691635538184,0.4331319005646276,0.4408610780971629
316,0.3492892059601861,0.4112605984779647,0.43308472211091265,0.44061563177010105
317,0.3809374368015767,0.4114370200653998,0.43256434797398935,0.4409926491856688
318,0.39876886179828164,0.4114077521903883,0.4324486346989902,0.4412499970097336
319,0.4004947158811645,0.4117714289697777,0.43241699496795644,0.4407230999406455
320,0.39896083130865734,0.4117944103166614,0.432371955797474,0.4407186718880929
321,0.3993369826975069,0.41147996271493403,0.43243099837675353,0.44074643626315896
322,0.41740547614887297,0.4118350809307115,0.43265499100206756,0.44084453536144785
323,0.41779443727603177,0.41167423058700753,0.432943868887626,0.44109298218263077
324,0.4177801228584484,0.41191542093056266,0.43356234399292753,0.441579900566382
325,0.4169347165253461,0.41215915749365767,0.4345110483452803,0.44152974967178127
326,0.41828832292119805,0.41136335302842536,0.434511683816648,0.4419624672951961
327,0.4180932589219185,0.4117404383078541,0.4345815458167167,0.4422365017939832
328,0.41769114954157316,0.4114544906733889,0.4349910711002948,0.442559945697228
329,0.4174572434311173,0.4106794191654332,0.43541703140593485,0.44256518702971487
330,0.4182415180979463,0.4106879836848132,0.43562768324103085,0.4422705268900243
331,0.18325073700106623,0.41129939051172015,0.4359613929201031,0.44234834689495567
332,0.1554924607077931,0.4112325454914357,0.43605963543208576,0.4427011101445598
333,0.1560363254721081,0.410460792055242,0.43672790540430273,0.4427671121901174
334,0.16297242642191304,0.4104403236232636,0.43705370840437757,0.44246866883527847
335,0.1523315868484472,0.41263630774089094,0.43805991668317107,0.4434635931579382
336,0.14490664873525605,0.412573808741695,0.4386875920778656,0.44316343060309743
337,0.14188846518913206,0.4119566090313599,0.4391295188568483,0.44326805062587776
338,0.14027569434605772,0.4122679929885676,0.4390882367528181,0.4434022551673035
339,0.13863284001626552,0.4095554640638976,0.4391870075217176,0.4439716598119013
340,0.13697734414240745,0.40943469819456374,0.43894233790714327,0.4438339527051034
341,0.1358734954062347,0.4090816360927015,0.4387517188248126,0.443701159218892
342,0.13643833952228818,0.40896402850417346,0.4384874425006409,0.4435410626936718
343,0.13570045866835329,0.40864999791300094,0.43805374612364917,0.44345286882886337
344,0.13590681612168254,0.4087565470931355,0.43818070617358834,0.4437824536453312
345,0.13762085762561477,0.40943939454672035,0.4380135301768522,0.44400060372089883
346,0.13770566169985549,0.4109975580707922,0.437111208185896,0.4440003111479578
347,0.13770986634081742,0.41010994272106094,0.4370202569186762,0.44390525447147533
348,0.13773483189761057,0.4106318017135164,0.4369482584679961,0.4439462074856949
349,0.13829749501164734,0.4102907593612015,0.43632605455552387,0.4444691163040926
350,0.13888028640836367,0.41030004294355976,0.43578624823676376,0.44388416810079906
351,0.1378118929411686,0.4107300519250761,0.43477253661827475,0.44344406695707034
352,0.1323505071919491,0.41015045685535173,0.43426511942236373,0.4442553396745138
353,0.13290716081647588,0.40986973680883043,0.43423703541447745,0.4428363624387546
354,0.36676747721253833,0.40979564526250445,0.4339524272265755,0.4429724630973143
355,0.33979313812885825,0.4101531502887822,0.4347549081957364,0.44521986760908694
356,0.3504456396057747,0.41006608689326574,0.43524620406803344,0.445186687953947
357,0.35024556046654387,0.40969860382413537,0.43586307116977996,0.4457368530133131
358,0.3614449113460001,0.4107151423693205,0.4366614788752849,0.4459019354195891
359,0.3625749850444052,0.41011019363852147,0.4368656638773407,0.44587438444934135
360,0.36324016622718763,0.41001738434051127,0.43703480563442854,0.4463371444120848
361,0.34942728984363386,0.40895870575221377,0.4375947835784368,0.4462976860043158
362,0.34282408925521113,0.40963123619143643,0.43797225448302846,0.4469397401806551
363,0.3401174122048486,0.4090012195835597,0.43852395016113627,0.44677828117191354
364,0.34070693493631493,0.41059851324669666,0.4386345380167376,0.4467936390724868
